ref_name,query_name,seed_name,estimation,ref_time,query_time
query1+0,query1,(3.10.0.25)-randstrobemers,1,0.126873869,0.129768239
query1+10,query1,(3.10.0.25)-randstrobemers,0.9597582472928733,0.127475079,0.129768239
query1+20,query1,(3.10.0.25)-randstrobemers,0.9197058230908725,0.127748583,0.129768239
query1+30,query1,(3.10.0.25)-randstrobemers,0.8954261535361676,0.12806607,0.129768239
query1+40,query1,(3.10.0.25)-randstrobemers,0.854883392938095,0.136655484,0.129768239
query1+50,query1,(3.10.0.25)-randstrobemers,0.832435154872828,0.142839778,0.129768239
query1+60,query1,(3.10.0.25)-randstrobemers,0.8009471509899743,0.13787703,0.129768239
query1+70,query1,(3.10.0.25)-randstrobemers,0.7794302999747921,0.137053572,0.129768239
query1+80,query1,(3.10.0.25)-randstrobemers,0.7389202256244963,0.137636538,0.129768239
query1+90,query1,(3.10.0.25)-randstrobemers,0.718600312610296,0.137324402,0.129768239
query1+100,query1,(3.10.0.25)-randstrobemers,0.6932917002417406,0.138177755,0.129768239
query1+110,query1,(3.10.0.25)-randstrobemers,0.6699914361996877,0.138332917,0.129768239
query1+120,query1,(3.10.0.25)-randstrobemers,0.6656937245231744,0.140375076,0.129768239
query1+130,query1,(3.10.0.25)-randstrobemers,0.6302584513073707,0.137253909,0.129768239
query1+140,query1,(3.10.0.25)-randstrobemers,0.6114104436275744,0.137307901,0.129768239
query1+150,query1,(3.10.0.25)-randstrobemers,0.5858891071158785,0.139512234,0.129768239
query1+160,query1,(3.10.0.25)-randstrobemers,0.5727964521493726,0.136949988,0.129768239
query1+170,query1,(3.10.0.25)-randstrobemers,0.5530093175522538,0.138267063,0.129768239
query1+180,query1,(3.10.0.25)-randstrobemers,0.542741935483871,0.137083298,0.129768239
query1+190,query1,(3.10.0.25)-randstrobemers,0.526952750743785,0.136560134,0.129768239
query1+200,query1,(3.10.0.25)-randstrobemers,0.4798549556809025,0.137395274,0.129768239
query1+210,query1,(3.10.0.25)-randstrobemers,0.4991683886900862,0.137076155,0.129768239
query1+220,query1,(3.10.0.25)-randstrobemers,0.4799758198579417,0.142128531,0.129768239
query1+230,query1,(3.10.0.25)-randstrobemers,0.4684494133051317,0.137324843,0.129768239
query1+240,query1,(3.10.0.25)-randstrobemers,0.44848423809044213,0.13711085,0.129768239
query1+250,query1,(3.10.0.25)-randstrobemers,0.4717969379532635,0.136921684,0.129768239
query1+260,query1,(3.10.0.25)-randstrobemers,0.4373362885351602,0.137523305,0.129768239
query1+270,query1,(3.10.0.25)-randstrobemers,0.41091476614811456,0.136962672,0.129768239
query1+280,query1,(3.10.0.25)-randstrobemers,0.3811876197197298,0.13742474,0.129768239
query1+290,query1,(3.10.0.25)-randstrobemers,0.4070440251572327,0.137059073,0.129768239
query1+300,query1,(3.10.0.25)-randstrobemers,0.38043423505113094,0.136835032,0.129768239
query1+310,query1,(3.10.0.25)-randstrobemers,0.37962823031585313,0.137003187,0.129768239
query1+320,query1,(3.10.0.25)-randstrobemers,0.3495898132769641,0.137003017,0.129768239
query1+330,query1,(3.10.0.25)-randstrobemers,0.35439975808890234,0.136862313,0.129768239
query1+340,query1,(3.10.0.25)-randstrobemers,0.3314020857473928,0.136808391,0.129768239
query1+350,query1,(3.10.0.25)-randstrobemers,0.3153334676606891,0.136726247,0.129768239
query1+360,query1,(3.10.0.25)-randstrobemers,0.3353968493633298,0.143833456,0.129768239
query1+370,query1,(3.10.0.25)-randstrobemers,0.29353734648681296,0.137138692,0.129768239
query1+380,query1,(3.10.0.25)-randstrobemers,0.2918135132413654,0.136354438,0.129768239
query1+390,query1,(3.10.0.25)-randstrobemers,0.2940791131267322,0.136971898,0.129768239
query1+400,query1,(3.10.0.25)-randstrobemers,0.28297700685760385,0.136549355,0.129768239
query1+410,query1,(3.10.0.25)-randstrobemers,0.2686175580221998,0.136543734,0.129768239
query1+420,query1,(3.10.0.25)-randstrobemers,0.2806505211217965,0.140370597,0.129768239
query1+430,query1,(3.10.0.25)-randstrobemers,0.26304927769668296,0.13862722,0.129768239
query1+440,query1,(3.10.0.25)-randstrobemers,0.27103979073394036,0.137756293,0.129768239
query1+450,query1,(3.10.0.25)-randstrobemers,0.2644569816643159,0.138408599,0.129768239
query1+460,query1,(3.10.0.25)-randstrobemers,0.25093030272553557,0.145967247,0.129768239
query1+470,query1,(3.10.0.25)-randstrobemers,0.25184664087231795,0.140689446,0.129768239
query1+480,query1,(3.10.0.25)-randstrobemers,0.2451320754716981,0.139263486,0.129768239
query1+490,query1,(3.10.0.25)-randstrobemers,0.2428578626492669,0.136594359,0.129768239
query1+500,query1,(3.10.0.25)-randstrobemers,0.21041488128245198,0.136755191,0.129768239
query1+510,query1,(3.10.0.25)-randstrobemers,0.2272612748803225,0.137075794,0.129768239
query1+520,query1,(3.10.0.25)-randstrobemers,0.20786941407627588,0.13727608,0.129768239
query1+530,query1,(3.10.0.25)-randstrobemers,0.2169706741912728,0.136801879,0.129768239
query1+540,query1,(3.10.0.25)-randstrobemers,0.2316765803004335,0.137314243,0.129768239
query1+550,query1,(3.10.0.25)-randstrobemers,0.19350937311026004,0.136856662,0.129768239
query1+560,query1,(3.10.0.25)-randstrobemers,0.1822021116138763,0.137709044,0.129768239
query1+570,query1,(3.10.0.25)-randstrobemers,0.19006806150743635,0.137644333,0.129768239
query1+580,query1,(3.10.0.25)-randstrobemers,0.19075930871164407,0.137042982,0.129768239
query1+590,query1,(3.10.0.25)-randstrobemers,0.18130596639500957,0.137716919,0.129768239
query1+600,query1,(3.10.0.25)-randstrobemers,0.17896799477465708,0.138357653,0.129768239
query1+610,query1,(3.10.0.25)-randstrobemers,0.17970284563082348,0.137243951,0.129768239
query1+620,query1,(3.10.0.25)-randstrobemers,0.17466236645837532,0.136974003,0.129768239
query1+630,query1,(3.10.0.25)-randstrobemers,0.18201975408183835,0.137034076,0.129768239
query1+640,query1,(3.10.0.25)-randstrobemers,0.16678430977110012,0.136683998,0.129768239
query1+650,query1,(3.10.0.25)-randstrobemers,0.1678688524590164,0.136860249,0.129768239
query1+660,query1,(3.10.0.25)-randstrobemers,0.16900417232192227,0.143403828,0.129768239
query1+670,query1,(3.10.0.25)-randstrobemers,0.16215672467558595,0.137949176,0.129768239
query1+680,query1,(3.10.0.25)-randstrobemers,0.16171500630517024,0.137404332,0.129768239
query1+690,query1,(3.10.0.25)-randstrobemers,0.17343136267499246,0.137950108,0.129768239
query1+700,query1,(3.10.0.25)-randstrobemers,0.15958789960103026,0.137613675,0.129768239
query1+710,query1,(3.10.0.25)-randstrobemers,0.16360062496849956,0.1377011,0.129768239
query1+720,query1,(3.10.0.25)-randstrobemers,0.15711402623612514,0.13873379,0.129768239
query1+730,query1,(3.10.0.25)-randstrobemers,0.1533108074032982,0.138439507,0.129768239
query1+740,query1,(3.10.0.25)-randstrobemers,0.1561918180445831,0.137516672,0.129768239
query1+750,query1,(3.10.0.25)-randstrobemers,0.15140243289434,0.137687043,0.129768239
query1+760,query1,(3.10.0.25)-randstrobemers,0.14239677744209467,0.139631819,0.129768239
query1+770,query1,(3.10.0.25)-randstrobemers,0.13323270440251572,0.146560421,0.129768239
query1+780,query1,(3.10.0.25)-randstrobemers,0.15407824600221262,0.149969068,0.129768239
query1+790,query1,(3.10.0.25)-randstrobemers,0.1303472571716155,0.139366861,0.129768239
query1+800,query1,(3.10.0.25)-randstrobemers,0.14036147611136285,0.138503497,0.129768239
query1+810,query1,(3.10.0.25)-randstrobemers,0.1445601327901011,0.138229833,0.129768239
query1+820,query1,(3.10.0.25)-randstrobemers,0.1401864449483497,0.155879748,0.129768239
query1+830,query1,(3.10.0.25)-randstrobemers,0.13381062821417766,0.159960418,0.129768239
query1+840,query1,(3.10.0.25)-randstrobemers,0.1413623100915585,0.14130342,0.129768239
query1+850,query1,(3.10.0.25)-randstrobemers,0.1332727548084204,0.166163867,0.129768239
query1+860,query1,(3.10.0.25)-randstrobemers,0.1321182216404008,0.13855819,0.129768239
query1+870,query1,(3.10.0.25)-randstrobemers,0.1192212887972232,0.146603923,0.129768239
query1+880,query1,(3.10.0.25)-randstrobemers,0.12905497158376503,0.159441793,0.129768239
query1+890,query1,(3.10.0.25)-randstrobemers,0.130395412013281,0.153126673,0.129768239
query1+900,query1,(3.10.0.25)-randstrobemers,0.12400202122283982,0.159026883,0.129768239
query1+910,query1,(3.10.0.25)-randstrobemers,0.12592406336434497,0.174797545,0.129768239
query1+920,query1,(3.10.0.25)-randstrobemers,0.12298061389337642,0.168451767,0.129768239
query1+930,query1,(3.10.0.25)-randstrobemers,0.13013629480060576,0.149335487,0.129768239
query1+940,query1,(3.10.0.25)-randstrobemers,0.11897703863739134,0.140658879,0.129768239
query1+950,query1,(3.10.0.25)-randstrobemers,0.11982263428398669,0.142384251,0.129768239
query1+960,query1,(3.10.0.25)-randstrobemers,0.11862013314504741,0.166980823,0.129768239
query1+970,query1,(3.10.0.25)-randstrobemers,0.11148631621390051,0.16456949,0.129768239
query1+980,query1,(3.10.0.25)-randstrobemers,0.114492680718346,0.17248067,0.129768239
query1+990,query1,(3.10.0.25)-randstrobemers,0.11716744677638533,0.156402069,0.129768239
query1+1000,query1,(3.10.0.25)-randstrobemers,0.11777744194247142,0.146990569,0.129768239
query1+1010,query1,(3.10.0.25)-randstrobemers,0.11851628468033776,0.150930235,0.129768239
query1+1020,query1,(3.10.0.25)-randstrobemers,0.11473758436587085,0.165924227,0.129768239
query1+1030,query1,(3.10.0.25)-randstrobemers,0.11589086691209845,0.148075779,0.129768239
query1+1040,query1,(3.10.0.25)-randstrobemers,0.11406195090114965,0.156876421,0.129768239
query1+1050,query1,(3.10.0.25)-randstrobemers,0.10863650105814773,0.149733856,0.129768239
query1+1060,query1,(3.10.0.25)-randstrobemers,0.11286340504862195,0.14485729,0.129768239
query1+1070,query1,(3.10.0.25)-randstrobemers,0.10741224982399677,0.155473123,0.129768239
query1+1080,query1,(3.10.0.25)-randstrobemers,0.11025524845189548,0.163340301,0.129768239
query1+1090,query1,(3.10.0.25)-randstrobemers,0.11118965865481721,0.147931548,0.129768239
query1+1100,query1,(3.10.0.25)-randstrobemers,0.1152955392206223,0.149239266,0.129768239
query1+1110,query1,(3.10.0.25)-randstrobemers,0.10835305372337747,0.151286655,0.129768239
query1+1120,query1,(3.10.0.25)-randstrobemers,0.1162017923673346,0.152090735,0.129768239
query1+1130,query1,(3.10.0.25)-randstrobemers,0.10013108803065443,0.149582101,0.129768239
query1+1140,query1,(3.10.0.25)-randstrobemers,0.10745007294129483,0.139050405,0.129768239
query1+1150,query1,(3.10.0.25)-randstrobemers,0.1130062893081761,0.159058622,0.129768239
query1+1160,query1,(3.10.0.25)-randstrobemers,0.11196542539826122,0.159432465,0.129768239
query1+1170,query1,(3.10.0.25)-randstrobemers,0.1120741785930256,0.145402515,0.129768239
query1+1180,query1,(3.10.0.25)-randstrobemers,0.10681176944780331,0.16481927,0.129768239
query1+1190,query1,(3.10.0.25)-randstrobemers,0.10660077656194847,0.175468045,0.129768239
query1+1200,query1,(3.10.0.25)-randstrobemers,0.10542792224185811,0.179038165,0.129768239
query1+1210,query1,(3.10.0.25)-randstrobemers,0.0997931486806922,0.183352384,0.129768239
query1+1220,query1,(3.10.0.25)-randstrobemers,0.10879419764279238,0.168951096,0.129768239
query1+1230,query1,(3.10.0.25)-randstrobemers,0.10879886857258309,0.183892299,0.129768239
query1+1240,query1,(3.10.0.25)-randstrobemers,0.10412256828948695,0.147103482,0.129768239
query1+1250,query1,(3.10.0.25)-randstrobemers,0.10155461336563698,0.149790483,0.129768239
query1+1260,query1,(3.10.0.25)-randstrobemers,0.1081570996978852,0.162205748,0.129768239
query1+1270,query1,(3.10.0.25)-randstrobemers,0.10278868418403302,0.161551128,0.129768239
query1+1280,query1,(3.10.0.25)-randstrobemers,0.10500856595787564,0.145914417,0.129768239
query1+1290,query1,(3.10.0.25)-randstrobemers,0.10440835266821345,0.139008627,0.129768239
query1+1300,query1,(3.10.0.25)-randstrobemers,0.10388300554715078,0.139944947,0.129768239
query1+1310,query1,(3.10.0.25)-randstrobemers,0.10793395086588804,0.139124665,0.129768239
query1+1320,query1,(3.10.0.25)-randstrobemers,0.11127320287740831,0.162168097,0.129768239
query1+1330,query1,(3.10.0.25)-randstrobemers,0.1036745406824147,0.17624754,0.129768239
query1+1340,query1,(3.10.0.25)-randstrobemers,0.10431364644224955,0.168957118,0.129768239
query1+1350,query1,(3.10.0.25)-randstrobemers,0.10325047801147227,0.150135381,0.129768239
query1+1360,query1,(3.10.0.25)-randstrobemers,0.0984859916503194,0.167070421,0.129768239
query1+1370,query1,(3.10.0.25)-randstrobemers,0.10085306143051839,0.174299959,0.129768239
query1+1380,query1,(3.10.0.25)-randstrobemers,0.10118537200504414,0.26525686,0.129768239
query1+1390,query1,(3.10.0.25)-randstrobemers,0.1004373397677575,0.243954401,0.129768239
query1+1400,query1,(3.10.0.25)-randstrobemers,0.10217730175491527,0.200611464,0.129768239
query1+1410,query1,(3.10.0.25)-randstrobemers,0.09953657062260729,0.213821043,0.129768239
query1+1420,query1,(3.10.0.25)-randstrobemers,0.10531089388289831,0.210145935,0.129768239
query1+1430,query1,(3.10.0.25)-randstrobemers,0.10171890798786654,0.24311914,0.129768239
