ref_name,query_name,seed_name,estimation,ref_time,query_time,edit_distance,edit_distance_time
query2+0,query2,(2.7.1.25)-randstrobemers,1,0.007027895,0.006978333,0,0.000035179
query2+10,query2,(2.7.1.25)-randstrobemers,0.9120249869859448,0.007347402,0.006978333,10,0.000054021
query2+20,query2,(2.7.1.25)-randstrobemers,0.8241415192507804,0.007055997,0.006978333,20,0.000110658
query2+30,query2,(2.7.1.25)-randstrobemers,0.761954261954262,0.007261489,0.006978333,30,0.000199818
query2+40,query2,(2.7.1.25)-randstrobemers,0.7107180020811654,0.007064357,0.006978333,40,0.000310477
query2+50,query2,(2.7.1.25)-randstrobemers,0.6729166666666667,0.007164592,0.006978333,50,0.000485881
query2+60,query2,(2.7.1.25)-randstrobemers,0.6545075560187598,0.007041565,0.006978333,60,0.000674004
query2+70,query2,(2.7.1.25)-randstrobemers,0.629822732012513,0.007112174,0.006978333,70,0.000906917
query2+80,query2,(2.7.1.25)-randstrobemers,0.6109660574412533,0.007001104,0.006978333,80,0.001289796
query2+90,query2,(2.7.1.25)-randstrobemers,0.5891553701772679,0.00711913,0.006978333,90,0.001464099
query2+100,query2,(2.7.1.25)-randstrobemers,0.5601249349297241,0.007072575,0.006978333,100,0.001773083
query2+110,query2,(2.7.1.25)-randstrobemers,0.5479166666666667,0.007133272,0.006978333,110,0.002171156
query2+120,query2,(2.7.1.25)-randstrobemers,0.5138092756644086,0.007272975,0.006978333,120,0.002564089
query2+130,query2,(2.7.1.25)-randstrobemers,0.4877540385617509,0.00707002,0.006978333,130,0.003120819
query2+140,query2,(2.7.1.25)-randstrobemers,0.4997386304234187,0.00707447,0.006978333,140,0.003438383
query2+150,query2,(2.7.1.25)-randstrobemers,0.502606882168926,0.007136318,0.006978333,150,0.003961297
query2+160,query2,(2.7.1.25)-randstrobemers,0.4966092853416797,0.006946793,0.006978333,160,0.004671232
query2+170,query2,(2.7.1.25)-randstrobemers,0.5007792207792208,0.007107804,0.006978333,170,0.005073685
query2+180,query2,(2.7.1.25)-randstrobemers,0.4855072463768116,0.007396041,0.006978333,180,0.005798574
query2+190,query2,(2.7.1.25)-randstrobemers,0.46249353336782206,0.007338382,0.006978333,190,0.006472227
query2+200,query2,(2.7.1.25)-randstrobemers,0.4643226473629783,0.007297951,0.006978333,200,0.007072585
query2+210,query2,(2.7.1.25)-randstrobemers,0.46424870466321244,0.007240262,0.006978333,210,0.007975483
query2+220,query2,(2.7.1.25)-randstrobemers,0.4668737060041408,0.007193417,0.006978333,220,0.008681338
query2+230,query2,(2.7.1.25)-randstrobemers,0.4774260508562532,0.007258593,0.006978333,230,0.009462132
query2+240,query2,(2.7.1.25)-randstrobemers,0.4851948051948052,0.007260267,0.006978333,240,0.010218401
query2+250,query2,(2.7.1.25)-randstrobemers,0.4782157676348548,0.007140828,0.006978333,250,0.011117419
query2+260,query2,(2.7.1.25)-randstrobemers,0.48569942797711907,0.007121725,0.006978333,260,0.011869028
query2+270,query2,(2.7.1.25)-randstrobemers,0.4697286012526096,0.007002748,0.006978333,270,0.012752382
query2+280,query2,(2.7.1.25)-randstrobemers,0.4685059864653826,0.007039832,0.006978333,280,0.013828027
query2+290,query2,(2.7.1.25)-randstrobemers,0.4875,0.006973613,0.006978333,290,0.014681134
query2+300,query2,(2.7.1.25)-randstrobemers,0.478961038961039,0.007067143,0.006978333,300,0.015767714
query2+310,query2,(2.7.1.25)-randstrobemers,0.459375,0.007026713,0.006978333,310,0.0167944
query2+320,query2,(2.7.1.25)-randstrobemers,0.4716883116883117,0.007063043,0.006978333,320,0.01797422
query2+330,query2,(2.7.1.25)-randstrobemers,0.4785529715762274,0.007124291,0.006978333,330,0.019438729
query2+340,query2,(2.7.1.25)-randstrobemers,0.48732540093119503,0.007251878,0.006978333,340,0.020568146
query2+350,query2,(2.7.1.25)-randstrobemers,0.45764462809917356,0.007353977,0.006978333,350,0.021738625
query2+360,query2,(2.7.1.25)-randstrobemers,0.46528497409326425,0.007192795,0.006978333,360,0.023077943
query2+370,query2,(2.7.1.25)-randstrobemers,0.47010309278350515,0.007196443,0.006978333,370,0.024789087
query2+380,query2,(2.7.1.25)-randstrobemers,0.4605059370160041,0.007267162,0.006978333,380,0.026148669
query2+390,query2,(2.7.1.25)-randstrobemers,0.44987012987012986,0.007059576,0.006978333,390,0.02704389
query2+400,query2,(2.7.1.25)-randstrobemers,0.465625,0.007073778,0.006978333,400,0.028357692
query2+410,query2,(2.7.1.25)-randstrobemers,0.43937823834196893,0.007201535,0.006978333,410,0.029605283
query2+420,query2,(2.7.1.25)-randstrobemers,0.45020746887966806,0.007077335,0.006978333,420,0.031267587
query2+430,query2,(2.7.1.25)-randstrobemers,0.44732745199792423,0.007078118,0.006978333,430,0.032856746
query2+440,query2,(2.7.1.25)-randstrobemers,0.43617571059431526,0.00721712,0.006978333,440,0.034673927
query2+450,query2,(2.7.1.25)-randstrobemers,0.44421487603305787,0.007102312,0.006978333,450,0.036826232
query2+460,query2,(2.7.1.25)-randstrobemers,0.4624098867147271,0.007604128,0.006978333,460,0.040935562
query2+470,query2,(2.7.1.25)-randstrobemers,0.46487603305785125,0.007607426,0.006978333,470,0.040131786
query2+480,query2,(2.7.1.25)-randstrobemers,0.47151071615263984,0.007222422,0.006978333,480,0.042283359
query2+490,query2,(2.7.1.25)-randstrobemers,0.4638743455497382,0.007132459,0.006978333,490,0.042953905
