ref_name,query_name,seed_name,estimation,ref_time,query_time,edit_distance,edit_distance_time
query8+0,query8,(2.7.1.25)-randstrobemers,1,0.007113517,0.008439315,0,0.000028173
query8+10,query8,(2.7.1.25)-randstrobemers,0.9193128578865174,0.007147874,0.008439315,10,0.000050664
query8+20,query8,(2.7.1.25)-randstrobemers,0.8523908523908524,0.007080844,0.008439315,20,0.000104465
query8+30,query8,(2.7.1.25)-randstrobemers,0.8002081165452654,0.007144045,0.008439315,30,0.000191731
query8+40,query8,(2.7.1.25)-randstrobemers,0.735309412376495,0.007268405,0.008439315,40,0.000329139
query8+50,query8,(2.7.1.25)-randstrobemers,0.6915887850467289,0.007259494,0.008439315,50,0.000477673
query8+60,query8,(2.7.1.25)-randstrobemers,0.6549039958484691,0.007309827,0.008439315,60,0.000716329
query8+70,query8,(2.7.1.25)-randstrobemers,0.6234439834024896,0.007496848,0.008439315,70,0.000934058
query8+80,query8,(2.7.1.25)-randstrobemers,0.6065318818040435,0.007307793,0.008439315,80,0.001195876
query8+90,query8,(2.7.1.25)-randstrobemers,0.580176440062273,0.007304726,0.008439315,90,0.001468959
query8+100,query8,(2.7.1.25)-randstrobemers,0.5433766233766234,0.007193808,0.008439315,100,0.001806578
query8+110,query8,(2.7.1.25)-randstrobemers,0.5361038961038961,0.007345889,0.008439315,110,0.002189938
query8+120,query8,(2.7.1.25)-randstrobemers,0.5311850311850311,0.0072349,0.008439315,120,0.002561463
query8+130,query8,(2.7.1.25)-randstrobemers,0.4890738813735692,0.00704338,0.008439315,130,0.002992591
query8+140,query8,(2.7.1.25)-randstrobemers,0.4940072954663887,0.007136499,0.008439315,140,0.003438533
query8+150,query8,(2.7.1.25)-randstrobemers,0.5039042165538782,0.007116123,0.008439315,150,0.004035695
query8+160,query8,(2.7.1.25)-randstrobemers,0.4968814968814969,0.007140999,0.008439315,160,0.004619987
query8+170,query8,(2.7.1.25)-randstrobemers,0.4731631057842626,0.007088692,0.008439315,170,0.005080631
query8+180,query8,(2.7.1.25)-randstrobemers,0.478125,0.00715913,0.008439315,180,0.005689589
query8+190,query8,(2.7.1.25)-randstrobemers,0.48020833333333335,0.007087208,0.008439315,190,0.006418827
query8+200,query8,(2.7.1.25)-randstrobemers,0.48383733055265904,0.007236614,0.008439315,200,0.007215085
query8+210,query8,(2.7.1.25)-randstrobemers,0.4838709677419355,0.007161525,0.008439315,210,0.008001972
query8+220,query8,(2.7.1.25)-randstrobemers,0.4674648620510151,0.00713247,0.008439315,220,0.008631496
query8+230,query8,(2.7.1.25)-randstrobemers,0.46361746361746364,0.007076013,0.008439315,230,0.009531157
query8+240,query8,(2.7.1.25)-randstrobemers,0.48673946957878317,0.007050976,0.008439315,240,0.010121623
query8+250,query8,(2.7.1.25)-randstrobemers,0.46618106139438087,0.007051769,0.008439315,250,0.01093035
query8+260,query8,(2.7.1.25)-randstrobemers,0.4418968212610735,0.007122738,0.008439315,260,0.011887238
query8+270,query8,(2.7.1.25)-randstrobemers,0.45174752217005737,0.007148976,0.008439315,270,0.012865626
query8+280,query8,(2.7.1.25)-randstrobemers,0.4619395203336809,0.0069769,0.008439315,280,0.013682842
query8+290,query8,(2.7.1.25)-randstrobemers,0.47464715107161526,0.006862674,0.008439315,290,0.014828705
query8+300,query8,(2.7.1.25)-randstrobemers,0.4697286012526096,0.007075331,0.008439315,300,0.015763104
query8+310,query8,(2.7.1.25)-randstrobemers,0.45015739769150054,0.006996254,0.008439315,310,0.016864427
query8+320,query8,(2.7.1.25)-randstrobemers,0.4430446194225722,0.006868226,0.008439315,320,0.017885781
query8+330,query8,(2.7.1.25)-randstrobemers,0.46750524109014674,0.006896089,0.008439315,330,0.01898034
query8+340,query8,(2.7.1.25)-randstrobemers,0.45397489539748953,0.006978453,0.008439315,340,0.020440479
query8+350,query8,(2.7.1.25)-randstrobemers,0.4826862539349423,0.006873719,0.008439315,350,0.021723801
query8+360,query8,(2.7.1.25)-randstrobemers,0.4672603457307491,0.007089373,0.008439315,360,0.023243495
query8+370,query8,(2.7.1.25)-randstrobemers,0.45903361344537813,0.007000463,0.008439315,370,0.024346622
query8+380,query8,(2.7.1.25)-randstrobemers,0.4541622760800843,0.006978844,0.008439315,380,0.025645329
query8+390,query8,(2.7.1.25)-randstrobemers,0.441408302679979,0.007046406,0.008439315,390,0.027125875
query8+400,query8,(2.7.1.25)-randstrobemers,0.4579831932773109,0.006980187,0.008439315,400,0.028311799
query8+410,query8,(2.7.1.25)-randstrobemers,0.4740973312401884,0.007112104,0.008439315,410,0.029909817
query8+420,query8,(2.7.1.25)-randstrobemers,0.4697286012526096,0.006997937,0.008439315,420,0.031428228
query8+430,query8,(2.7.1.25)-randstrobemers,0.44282744282744285,0.007232855,0.008439315,430,0.032846593
query8+440,query8,(2.7.1.25)-randstrobemers,0.458592132505176,0.007057602,0.008439315,440,0.034284553
query8+450,query8,(2.7.1.25)-randstrobemers,0.46090108751942,0.007214474,0.008439315,450,0.035660554
query8+460,query8,(2.7.1.25)-randstrobemers,0.4932502596053998,0.006996113,0.008439315,460,0.037197526
query8+470,query8,(2.7.1.25)-randstrobemers,0.45670103092783504,0.007030591,0.008439315,470,0.037854501
query8+480,query8,(2.7.1.25)-randstrobemers,0.490216271884655,0.007100478,0.008439315,480,0.040465195
query8+490,query8,(2.7.1.25)-randstrobemers,0.48098663926002055,0.00712819,0.008439315,490,0.041746803
