ref_name,query_name,seed_name,estimation,ref_time,query_time,edit_distance,edit_distance_time
query7+0,query7,(2.7.1.25)-randstrobemers,1,0.007463062,0.006921666,0,0.000041563
query7+10,query7,(2.7.1.25)-randstrobemers,0.9241164241164241,0.007115782,0.006921666,10,0.000049271
query7+20,query7,(2.7.1.25)-randstrobemers,0.8486739469578783,0.007451536,0.006921666,20,0.000105206
query7+30,query7,(2.7.1.25)-randstrobemers,0.7827442827442828,0.007143855,0.006921666,30,0.000189596
query7+40,query7,(2.7.1.25)-randstrobemers,0.7228289131565263,0.00735529,0.006921666,40,0.000320319
query7+50,query7,(2.7.1.25)-randstrobemers,0.6805627931214174,0.007492689,0.006921666,50,0.000475417
query7+60,query7,(2.7.1.25)-randstrobemers,0.6569037656903766,0.007035532,0.006921666,60,0.000661606
query7+70,query7,(2.7.1.25)-randstrobemers,0.6457352171637886,0.007323519,0.006921666,70,0.000887523
query7+80,query7,(2.7.1.25)-randstrobemers,0.6007326007326007,0.0074801,0.006921666,80,0.001212804
query7+90,query7,(2.7.1.25)-randstrobemers,0.5898376113148245,0.006941651,0.006921666,90,0.001501572
query7+100,query7,(2.7.1.25)-randstrobemers,0.5742677824267782,0.007333261,0.006921666,100,0.001770416
query7+110,query7,(2.7.1.25)-randstrobemers,0.5542797494780793,0.006992285,0.006921666,110,0.002329362
query7+120,query7,(2.7.1.25)-randstrobemers,0.5323590814196242,0.007269076,0.006921666,120,0.002527436
query7+130,query7,(2.7.1.25)-randstrobemers,0.5232375979112271,0.007357454,0.006921666,130,0.003054922
query7+140,query7,(2.7.1.25)-randstrobemers,0.5101934134866701,0.006904668,0.006921666,140,0.003845146
query7+150,query7,(2.7.1.25)-randstrobemers,0.5005224660397074,0.00698577,0.006921666,150,0.003884624
query7+160,query7,(2.7.1.25)-randstrobemers,0.5119916579770595,0.007397174,0.006921666,160,0.004484092
query7+170,query7,(2.7.1.25)-randstrobemers,0.5075718015665797,0.007069488,0.006921666,170,0.00515139
query7+180,query7,(2.7.1.25)-randstrobemers,0.4783289817232376,0.006915492,0.006921666,180,0.006097796
query7+190,query7,(2.7.1.25)-randstrobemers,0.48617631716223264,0.00705691,0.006921666,190,0.006658535
query7+200,query7,(2.7.1.25)-randstrobemers,0.4862051015096304,0.00709685,0.006921666,200,0.007186822
query7+210,query7,(2.7.1.25)-randstrobemers,0.45393024466423737,0.007117636,0.006921666,210,0.007702379
query7+220,query7,(2.7.1.25)-randstrobemers,0.4700988039521581,0.007097792,0.006921666,220,0.008394774
query7+230,query7,(2.7.1.25)-randstrobemers,0.5054602184087363,0.007165654,0.006921666,230,0.009227014
query7+240,query7,(2.7.1.25)-randstrobemers,0.5132192846034215,0.007197897,0.006921666,240,0.010049822
query7+250,query7,(2.7.1.25)-randstrobemers,0.49119170984455957,0.007176689,0.006921666,250,0.011052043
query7+260,query7,(2.7.1.25)-randstrobemers,0.4971517348524081,0.007442986,0.006921666,260,0.013555055
query7+270,query7,(2.7.1.25)-randstrobemers,0.4795018162947587,0.007239219,0.006921666,270,0.014829246
query7+280,query7,(2.7.1.25)-randstrobemers,0.46673596673596673,0.007551501,0.006921666,280,0.016330989
query7+290,query7,(2.7.1.25)-randstrobemers,0.4831518921721099,0.007167849,0.006921666,290,0.015228112
query7+300,query7,(2.7.1.25)-randstrobemers,0.4805396990140114,0.007272884,0.006921666,300,0.016428899
query7+310,query7,(2.7.1.25)-randstrobemers,0.4550155118924509,0.007177661,0.006921666,310,0.019036165
query7+320,query7,(2.7.1.25)-randstrobemers,0.46718346253229975,0.008679133,0.006921666,320,0.018812603
query7+330,query7,(2.7.1.25)-randstrobemers,0.46217616580310883,0.007100137,0.006921666,330,0.020837411
query7+340,query7,(2.7.1.25)-randstrobemers,0.4447900466562986,0.007195251,0.006921666,340,0.0208641
query7+350,query7,(2.7.1.25)-randstrobemers,0.43973098810139677,0.007696617,0.006921666,350,0.023277632
query7+360,query7,(2.7.1.25)-randstrobemers,0.47040658775090066,0.007562486,0.006921666,360,0.023096925
query7+370,query7,(2.7.1.25)-randstrobemers,0.4874294510005131,0.007365733,0.006921666,370,0.024213493
query7+380,query7,(2.7.1.25)-randstrobemers,0.4815195071868583,0.007331347,0.006921666,380,0.025659912
query7+390,query7,(2.7.1.25)-randstrobemers,0.4874294510005131,0.007495996,0.006921666,390,0.027432263
query7+400,query7,(2.7.1.25)-randstrobemers,0.5015353121801432,0.007521573,0.006921666,400,0.02882416
query7+410,query7,(2.7.1.25)-randstrobemers,0.49260581336053033,0.007405313,0.006921666,410,0.030020355
query7+420,query7,(2.7.1.25)-randstrobemers,0.49974502804691484,0.007273456,0.006921666,420,0.034477817
query7+430,query7,(2.7.1.25)-randstrobemers,0.49513070220399796,0.008967641,0.006921666,430,0.035579863
query7+440,query7,(2.7.1.25)-randstrobemers,0.4886831275720165,0.007705076,0.006921666,440,0.037585787
query7+450,query7,(2.7.1.25)-randstrobemers,0.4719794344473008,0.007182332,0.006921666,450,0.040204309
query7+460,query7,(2.7.1.25)-randstrobemers,0.4779033915724563,0.007210234,0.006921666,460,0.039280865
query7+470,query7,(2.7.1.25)-randstrobemers,0.46003094378545645,0.007107163,0.006921666,470,0.040597643
query7+480,query7,(2.7.1.25)-randstrobemers,0.48925281473899696,0.007238649,0.006921666,480,0.041071467
query7+490,query7,(2.7.1.25)-randstrobemers,0.48392036753445633,0.00824122,0.006921666,490,0.054006639
