seed_name,query_name,ref_name,estimation,query_time,ref_time
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+575 | len_10029 +575 ,0.01849352726545709,0.032218543,0.031884786
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+580 | len_9980 +580 ,0.01563282894077563,0.032218543,0.031649893
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+585 | len_9990 +585 ,0.004707532051282051,0.032218543,0.031550956
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+590 | len_9993 +590 ,0.01772570226828902,0.032218543,0.031557749
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+595 | len_10026 +595 ,0.008598280343931213,0.032218543,0.031778275
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+600 | len_10021 +600 ,0.010700535026751338,0.032218543,0.031782894
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+605 | len_9993 +605 ,0.020730058584948176,0.032218543,0.031724964
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+610 | len_9990 +610 ,0.002704326923076923,0.032218543,0.031594098
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+615 | len_10031 +615 ,0.006197211254935279,0.032218543,0.031650174
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+620 | len_9964 +620 ,0.004312506268177715,0.032218543,0.031805987
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+625 | len_10034 +625 ,0.00879472316610034,0.032218543,0.031760762
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+630 | len_10019 +630 ,0,0.032218543,0.031705267
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+635 | len_10000 +635 ,0.021123235559115026,0.032218543,0.031519337
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+640 | len_9975 +640 ,0,0.032218543,0.03155805
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+645 | len_10003 +645 ,0.009008558130223712,0.032218543,0.031572538
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+650 | len_10021 +650 ,0.00280014000700035,0.032218543,0.031574531
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+655 | len_9995 +655 ,0.004305812847343915,0.032218543,0.031824764
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+660 | len_9968 +660 ,0.003008121929208864,0.032218543,0.031861242
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+665 | len_10014 +665 ,0.0021008403361344537,0.032218543,0.032213887
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+670 | len_10013 +670 ,0.001000450202591166,0.032218543,0.032051982
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+675 | len_9977 +675 ,0.011024805813079429,0.032218543,0.031778876
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+680 | len_9988 +680 ,0.015225884002804769,0.032218543,0.031586373
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+685 | len_9986 +685 ,0.007212983370066119,0.032218543,0.031572067
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+690 | len_10024 +690 ,0.009599040095990401,0.032218543,0.031715958
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+695 | len_10037 +695 ,0.013190107419435423,0.032218543,0.031866092
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+700 | len_9964 +700 ,0.003911342894393742,0.032218543,0.031677195
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+705 | len_9978 +705 ,0.0008017638805371818,0.032218543,0.031774308
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+710 | len_9977 +710 ,0.01463292407917815,0.032218543,0.031749261
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+715 | len_10035 +715 ,0.0016988957177834407,0.032218543,0.031944499
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+720 | len_9982 +720 ,0.0009018036072144289,0.032218543,0.031637059
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+725 | len_10009 +725 ,0.015309951468454496,0.032218543,0.031840764
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+730 | len_9991 +730 ,0.005608693474886074,0.032218543,0.033529257
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+735 | len_10019 +735 ,0.011101665249787469,0.032218543,0.033045836
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+740 | len_9989 +740 ,0.002904792908298693,0.032218543,0.031230482
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+745 | len_9984 +745 ,0.006412183147981164,0.032218543,0.031253486
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+750 | len_9983 +750 ,0.005009769049646812,0.032218543,0.031846875
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+755 | len_9995 +755 ,0.002002703649927402,0.032218543,0.031238808
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+760 | len_9999 +760 ,0.019422335686038943,0.032218543,0.031369034
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+765 | len_9991 +765 ,0.024738344433872503,0.032218543,0.032047033
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+770 | len_9982 +770 ,0.007615230460921844,0.032218543,0.032325147
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+775 | len_9992 +775 ,0.005708562844266399,0.032218543,0.033287862
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+780 | len_9988 +780 ,0.015225884002804769,0.032218543,0.032524312
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+785 | len_9990 +785 ,0.01141826923076923,0.032218543,0.032230729
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+790 | len_10016 +790 ,0.007502250675202561,0.032218543,0.032535253
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+795 | len_9973 +795 ,0.006616209713798807,0.032218543,0.032439022
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+800 | len_10019 +800 ,0.006000900135020253,0.032218543,0.032750228
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+805 | len_10010 +805 ,0.018711226736041624,0.032218543,0.031683397
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+810 | len_10058 +810 ,0.008185266520263525,0.032218543,0.031757337
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+815 | len_10055 +815 ,0.003893575600259572,0.032218543,0.03178044
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+820 | len_9992 +820 ,0.011016524787180772,0.032218543,0.03199829
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+825 | len_10009 +825 ,0.00010006504227748036,0.032218543,0.032203949
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+830 | len_9990 +830 ,0.013421474358974358,0.032218543,0.031803203
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+835 | len_10001 +835 ,0.007407778167075429,0.032218543,0.032393195
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+840 | len_10007 +840 ,0.008706529897423067,0.032218543,0.031963615
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+845 | len_9999 +845 ,0.010311858637433047,0.032218543,0.032394788
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+850 | len_10010 +850 ,0.01681008605163098,0.032218543,0.031916507
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+855 | len_9991 +855 ,0.00340527818118083,0.032218543,0.031925073
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+860 | len_10018 +860 ,0.004100820164032806,0.032218543,0.032241629
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+865 | len_10015 +865 ,0.002800980343120092,0.032218543,0.031754611
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+870 | len_9985 +870 ,0.0009016680859590242,0.032218543,0.03174294
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+875 | len_10006 +875 ,0.014711769415532426,0.032218543,0.03206136
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+880 | len_10021 +880 ,0.0077003850192509625,0.032218543,0.032194391
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+885 | len_10004 +885 ,0.0099089180262236,0.032218543,0.032171687
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+890 | len_10002 +890 ,0.004404404404404405,0.032218543,0.032076889
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+895 | len_9948 +895 ,0,0.032218543,0.032748134
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+900 | len_10024 +900 ,0,0.032218543,0.033304213
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+905 | len_9994 +905 ,0.017023833366713398,0.032218543,0.033008585
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+910 | len_10009 +910 ,0.013208585580627407,0.032218543,0.033905517
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+915 | len_9992 +915 ,0,0.032218543,0.033296449
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+920 | len_9983 +920 ,0.0015029307148940435,0.032218543,0.033340682
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+925 | len_9957 +925 ,0.009530975670930524,0.032218543,0.033190579
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+930 | len_9994 +930 ,0.01341878630082115,0.032218543,0.0337271
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+935 | len_10016 +935 ,0.006201860558167451,0.032218543,0.03310626
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+940 | len_10036 +940 ,0.0027980413710402717,0.032218543,0.033485144
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+945 | len_10003 +945 ,0.006005705420149142,0.032218543,0.033331775
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+950 | len_10038 +950 ,0,0.032218543,0.0343794
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+955 | len_10012 +955 ,0.0016008004002001002,0.032218543,0.034129549
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+960 | len_9923 +960 ,0,0.032218543,0.032965274
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+965 | len_9979 +965 ,0.006313574184496668,0.032218543,0.032879813
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+970 | len_9960 +970 ,0.0035108837395927375,0.032218543,0.032679626
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+975 | len_10014 +975 ,0.011004401760704281,0.032218543,0.03312757
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+980 | len_9971 +980 ,0.00020051130382475312,0.032218543,0.033110509
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+985 | len_10060 +985 ,0.0028945004491466213,0.032218543,0.03377978
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+990 | len_10009 +990 ,0.003302146395156852,0.032218543,0.033398461
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+995 | len_9994 +995 ,0.006208692169036651,0.032218543,0.033674271
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+1000 | len_10053 +1000 ,0.004792571514153063,0.032218543,0.034008902
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+1005 | len_9969 +1005 ,0.003108236827593122,0.032218543,0.033000962
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+1010 | len_9955 +1010 ,0.00280941152862088,0.032218543,0.033277733
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+1015 | len_9994 +1015 ,0.007710795113158422,0.032218543,0.033545348
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+1020 | len_9981 +1020 ,0.005611503582343805,0.032218543,0.033492238
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+1025 | len_9995 +1025 ,0.0061082461322785764,0.032218543,0.033642771
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+1030 | len_9949 +1030 ,0.004115019822351584,0.032218543,0.033579021
(2.6.5.25)-minstrobemers,query1 | len_10000 ,query1+1035 | len_10049 +1035 ,0,0.032218543,0.034485431
