seed_name,query_name,ref_name,estimation,query_time,ref_time
7-mers,query0,query0+0,1,0.000054172,0.000051736
7-mers,query0,query0+10,0.4818913480885312,0.000054172,0.000045285
7-mers,query0,query0+20,0.11457286432160804,0.000054172,0.000046968
7-mers,query0,query0+30,0.15060240963855423,0.000054172,0.000039955
7-mers,query0,query0+40,0.06312625250501001,0.000054172,0.000045194
7-mers,query0,query0+50,0.06306306306306306,0.000054172,0.000051075
7-mers,query0,query0+60,0.056056056056056056,0.000054172,0.000042499
7-mers,query0,query0+70,0.0559720139930035,0.000054172,0.000044834
7-mers,query0,query0+80,0.01999000499750125,0.000054172,0.000058941
7-mers,query0,query0+90,0.0199501246882793,0.000054172,0.000048982
7-mers,query0,query0+100,0.035,0.000054172,0.000044784
7-mers,query0,query0+110,0.035,0.000054172,0.000048521
7-mers,query0,query0+120,0.011005502751375688,0.000054172,0.000044994
7-mers,query0,query0+130,0.010994502748625687,0.000054172,0.000047529
7-mers,query0,query0+140,0.025974025974025976,0.000054172,0.00005359
7-mers,query0,query0+150,0.022954091816367265,0.000054172,0.000049062
7-mers,query0,query0+160,0.030984507746126936,0.000054172,0.000062177
7-mers,query0,query0+170,0.007992007992007992,0.000054172,0.00005343
7-mers,query0,query0+180,0.0080040020010005,0.000054172,0.000048902
7-mers,query0,query0+190,0.013032581453634085,0.000054172,0.00004813
7-mers,query0,query0+200,0.010005002501250625,0.000054172,0.000044423
7-mers,query0,query0+210,0.008028098344204716,0.000054172,0.000046767
7-mers,query0,query0+220,0.006021073758153537,0.000054172,0.000049102
7-mers,query0,query0+230,0.015067805123053743,0.000054172,0.00004856
7-mers,query0,query0+240,0.027122049221496736,0.000054172,0.000048561
7-mers,query0,query0+250,0.001005530417295123,0.000054172,0.000048441
7-mers,query0,query0+260,0,0.000054172,0.000048611
7-mers,query0,query0+270,0,0.000054172,0.000048531
7-mers,query0,query0+280,0,0.000054172,0.000033894
7-mers,query0,query0+290,0.01200600300150075,0.000054172,0.000048651
7-mers,query0,query0+300,0,0.000054172,0.000047048
7-mers,query0,query0+310,0,0.000054172,0.000061795
7-mers,query0,query0+320,0,0.000054172,0.000049672
7-mers,query0,query0+330,0.00400200100050025,0.000054172,0.000047369
7-mers,query0,query0+340,0,0.000054172,0.000052999
7-mers,query0,query0+350,0.007031642390758413,0.000054172,0.0000479
7-mers,query0,query0+360,0.006006006006006006,0.000054172,0.000048611
7-mers,query0,query0+370,0.006009013520280421,0.000054172,0.000062758
7-mers,query0,query0+380,0.004008016032064128,0.000054172,0.00004837
7-mers,query0,query0+390,0.001,0.000054172,0.000049423
7-mers,query0,query0+400,0.0010045203415369162,0.000054172,0.000048691
7-mers,query0,query0+410,0.006039255158530448,0.000054172,0.00004823
7-mers,query0,query0+420,0.006024096385542169,0.000054172,0.00004808
7-mers,query0,query0+430,0.005025125628140704,0.000054172,0.000048611
7-mers,query0,query0+440,0.0050200803212851405,0.000054172,0.00004825
7-mers,query0,query0+450,0,0.000054172,0.000045004
7-mers,query0,query0+460,0,0.000054172,0.000047258
7-mers,query0,query0+470,0,0.000054172,0.00004787
7-mers,query0,query0+480,0,0.000054172,0.00004832
7-mers,query0,query0+490,0,0.000054172,0.000044904
7-mers,query1,query1+0,1,0.000053831,0.000049663
7-mers,query1,query1+10,0.10791729702471003,0.000053831,0.000030728
7-mers,query1,query1+20,0.10824481537683359,0.000053831,0.000030127
7-mers,query1,query1+30,0.10846426761277243,0.000053831,0.000030507
7-mers,query1,query1+40,0.10136847440446022,0.000053831,0.000030056
7-mers,query1,query1+50,0.051515151515151514,0.000053831,0.000029706
7-mers,query1,query1+60,0.02627589691763517,0.000053831,0.000029655
7-mers,query1,query1+70,0.031313131313131314,0.000053831,0.000031038
7-mers,query1,query1+80,0.030303030303030304,0.000053831,0.000031208
7-mers,query1,query1+90,0.027300303336703743,0.000053831,0.000034034
7-mers,query1,query1+100,0.021265822784810127,0.000053831,0.000029666
7-mers,query1,query1+110,0.01112797167425392,0.000053831,0.000029696
7-mers,query1,query1+120,0.008097165991902834,0.000053831,0.000030227
7-mers,query1,query1+130,0.015205271160669031,0.000053831,0.000029485
7-mers,query1,query1+140,0.005070993914807302,0.000053831,0.000034043
7-mers,query1,query1+150,0.019269776876267748,0.000053831,0.000030748
7-mers,query1,query1+160,0.007106598984771574,0.000053831,0.000030106
7-mers,query1,query1+170,0.014234875444839857,0.000053831,0.000030528
7-mers,query1,query1+180,0.008142493638676845,0.000053831,0.000044463
7-mers,query1,query1+190,0.014263881813550688,0.000053831,0.000030758
7-mers,query1,query1+200,0.0020376974019358125,0.000053831,0.000030037
7-mers,query1,query1+210,0.00815494393476045,0.000053831,0.000030447
7-mers,query1,query1+220,0.0010167768174885613,0.000053831,0.000030797
7-mers,query1,query1+230,0.001015744032503809,0.000053831,0.000031409
7-mers,query1,query1+240,0,0.000053831,0.000031048
7-mers,query1,query1+250,0,0.000053831,0.000031128
7-mers,query1,query1+260,0,0.000053831,0.000030567
7-mers,query1,query1+270,0,0.000053831,0.000030597
7-mers,query1,query1+280,0.0010116337885685382,0.000053831,0.000031499
7-mers,query1,query1+290,0.0010116337885685382,0.000053831,0.000030827
7-mers,query1,query1+300,0,0.000053831,0.000030457
7-mers,query1,query1+310,0.0010121457489878543,0.000053831,0.000030256
7-mers,query1,query1+320,0.0020191822311963654,0.000053831,0.000030307
7-mers,query1,query1+330,0.0020181634712411706,0.000053831,0.00003172
7-mers,query1,query1+340,0.004032258064516129,0.000053831,0.000031308
7-mers,query1,query1+350,0,0.000053831,0.000031339
7-mers,query1,query1+360,0,0.000053831,0.000032711
7-mers,query1,query1+370,0.002008032128514056,0.000053831,0.000031178
7-mers,query1,query1+380,0,0.000053831,0.000031469
7-mers,query1,query1+390,0.0010045203415369162,0.000053831,0.000030618
7-mers,query1,query1+400,0,0.000053831,0.000030928
7-mers,query1,query1+410,0.002001000500250125,0.000053831,0.000031659
7-mers,query1,query1+420,0.002002002002002002,0.000053831,0.000031258
7-mers,query1,query1+430,0,0.000053831,0.000031349
7-mers,query1,query1+440,0,0.000053831,0.000030737
7-mers,query1,query1+450,0,0.000053831,0.000030908
7-mers,query1,query1+460,0,0.000053831,0.000031679
7-mers,query1,query1+470,0,0.000053831,0.000030487
7-mers,query1,query1+480,0,0.000053831,0.000030938
7-mers,query1,query1+490,0,0.000053831,0.000029606
7-mers,query2,query2+0,1,0.000059591,0.000052027
7-mers,query2,query2+10,0.10166079516859587,0.000059591,0.00003177
7-mers,query2,query2+20,0.24949698189134809,0.000059591,0.000031478
7-mers,query2,query2+30,0.4040201005025126,0.000059591,0.00003206
7-mers,query2,query2+40,0.22132796780684105,0.000059591,0.000034024
7-mers,query2,query2+50,0.13695871097683787,0.000059591,0.00003228
7-mers,query2,query2+60,0.10579345088161209,0.000059591,0.000031388
7-mers,query2,query2+70,0.10786290322580645,0.000059591,0.000031158
7-mers,query2,query2+80,0.0767289247854619,0.000059591,0.000031278
7-mers,query2,query2+90,0.22782258064516128,0.000059591,0.00003218
7-mers,query2,query2+100,0.14494212380473076,0.000059591,0.000031749
7-mers,query2,query2+110,0.0986908358509567,0.000059591,0.00003214
7-mers,query2,query2+120,0.07758186397984887,0.000059591,0.000031258
7-mers,query2,query2+130,0.0654911838790932,0.000059591,0.000035075
7-mers,query2,query2+140,0.045477513895907026,0.000059591,0.00003194
7-mers,query2,query2+150,0.010080645161290322,0.000059591,0.00003194
7-mers,query2,query2+160,0.014120020171457387,0.000059591,0.00003175
7-mers,query2,query2+170,0.030135610246107485,0.000059591,0.00003233
7-mers,query2,query2+180,0.056056056056056056,0.000059591,0.000032751
7-mers,query2,query2+190,0.0240120060030015,0.000059591,0.000032621
7-mers,query2,query2+200,0.016,0.000059591,0.00003189
7-mers,query2,query2+210,0.04208416833667335,0.000059591,0.000031809
7-mers,query2,query2+220,0.023023023023023025,0.000059591,0.00003179
7-mers,query2,query2+230,0.008028098344204716,0.000059591,0.00003206
7-mers,query2,query2+240,0.019085886489201405,0.000059591,0.000031739
7-mers,query2,query2+250,0.014042126379137413,0.000059591,0.00003247
7-mers,query2,query2+260,0.015082956259426848,0.000059591,0.000031969
7-mers,query2,query2+270,0.007063572149344097,0.000059591,0.000031739
7-mers,query2,query2+280,0.009058882737795673,0.000059591,0.000031509
7-mers,query2,query2+290,0.010070493454179255,0.000059591,0.000031379
7-mers,query2,query2+300,0.0020090406830738324,0.000059591,0.000032521
7-mers,query2,query2+310,0.027190332326283987,0.000059591,0.00003214
7-mers,query2,query2+320,0.0010045203415369162,0.000059591,0.000031569
7-mers,query2,query2+330,0,0.000059591,0.000031939
7-mers,query2,query2+340,0,0.000059591,0.00003186
7-mers,query2,query2+350,0,0.000059591,0.00003195
7-mers,query2,query2+360,0,0.000059591,0.000032371
7-mers,query2,query2+370,0.0009970089730807576,0.000059591,0.000033162
7-mers,query2,query2+380,0,0.000059591,0.000033042
7-mers,query2,query2+390,0.0020090406830738324,0.000059591,0.000032451
7-mers,query2,query2+400,0,0.000059591,0.00003208
7-mers,query2,query2+410,0.002004008016032064,0.000059591,0.000033183
7-mers,query2,query2+420,0.004012036108324975,0.000059591,0.000032029
7-mers,query2,query2+430,0.002007024586051179,0.000059591,0.000032511
7-mers,query2,query2+440,0.0009995002498750624,0.000059591,0.000032461
7-mers,query2,query2+450,0.001998001998001998,0.000059591,0.000032531
7-mers,query2,query2+460,0,0.000059591,0.000032931
7-mers,query2,query2+470,0,0.000059591,0.000033032
7-mers,query2,query2+480,0,0.000059591,0.00003213
