seed_name,query_name,ref_name,estimation,query_time,ref_time
(2.5.5.25)-minstrobemers,query0,query0+0,1,0.005794381,0.005522339
(2.5.5.25)-minstrobemers,query0,query0+10,0.42078708375378404,0.005794381,0.00557052
(2.5.5.25)-minstrobemers,query0,query0+20,0.07963709677419355,0.005794381,0.005471104
(2.5.5.25)-minstrobemers,query0,query0+30,0.11681772406847936,0.005794381,0.005477976
(2.5.5.25)-minstrobemers,query0,query0+40,0.04321608040201005,0.005794381,0.005493786
(2.5.5.25)-minstrobemers,query0,query0+50,0.04317269076305221,0.005794381,0.005644389
(2.5.5.25)-minstrobemers,query0,query0+60,0.03815261044176707,0.005794381,0.005579027
(2.5.5.25)-minstrobemers,query0,query0+70,0.039097744360902256,0.005794381,0.005574888
(2.5.5.25)-minstrobemers,query0,query0+80,0.011027568922305764,0.005794381,0.005588794
(2.5.5.25)-minstrobemers,query0,query0+90,0.011005502751375688,0.005794381,0.005610645
(2.5.5.25)-minstrobemers,query0,query0+100,0.02106318956870612,0.005794381,0.00555414
(2.5.5.25)-minstrobemers,query0,query0+110,0.02106318956870612,0.005794381,0.005695135
(2.5.5.25)-minstrobemers,query0,query0+120,0,0.005794381,0.005560512
(2.5.5.25)-minstrobemers,query0,query0+130,0,0.005794381,0.005655289
(2.5.5.25)-minstrobemers,query0,query0+140,0.00501002004008016,0.005794381,0.005704713
(2.5.5.25)-minstrobemers,query0,query0+150,0.005005005005005005,0.005794381,0.005566993
(2.5.5.25)-minstrobemers,query0,query0+160,0.0010025062656641604,0.005794381,0.005612189
(2.5.5.25)-minstrobemers,query0,query0+170,0,0.005794381,0.005625674
(2.5.5.25)-minstrobemers,query0,query0+180,0,0.005794381,0.005600016
(2.5.5.25)-minstrobemers,query0,query0+190,0,0.005794381,0.005704762
(2.5.5.25)-minstrobemers,query0,query0+200,0,0.005794381,0.005677221
(2.5.5.25)-minstrobemers,query0,query0+210,0,0.005794381,0.005562215
(2.5.5.25)-minstrobemers,query0,query0+220,0,0.005794381,0.005533551
(2.5.5.25)-minstrobemers,query0,query0+230,0,0.005794381,0.005675818
(2.5.5.25)-minstrobemers,query0,query0+240,0.010075566750629723,0.005794381,0.005496061
(2.5.5.25)-minstrobemers,query0,query0+250,0,0.005794381,0.00557005
(2.5.5.25)-minstrobemers,query0,query0+260,0.0010090817356205853,0.005794381,0.005478678
(2.5.5.25)-minstrobemers,query0,query0+270,0,0.005794381,0.005477145
(2.5.5.25)-minstrobemers,query0,query0+280,0,0.005794381,0.005635913
(2.5.5.25)-minstrobemers,query0,query0+290,0,0.005794381,0.005536897
(2.5.5.25)-minstrobemers,query0,query0+300,0,0.005794381,0.00568705
(2.5.5.25)-minstrobemers,query0,query0+310,0,0.005794381,0.00551708
(2.5.5.25)-minstrobemers,query0,query0+320,0,0.005794381,0.005542699
(2.5.5.25)-minstrobemers,query0,query0+330,0.002007024586051179,0.005794381,0.005615876
(2.5.5.25)-minstrobemers,query0,query0+340,0,0.005794381,0.005554561
(2.5.5.25)-minstrobemers,query0,query0+350,0,0.005794381,0.005631996
(2.5.5.25)-minstrobemers,query0,query0+360,0,0.005794381,0.005551885
(2.5.5.25)-minstrobemers,query0,query0+370,0,0.005794381,0.005627067
(2.5.5.25)-minstrobemers,query0,query0+380,0,0.005794381,0.005588123
(2.5.5.25)-minstrobemers,query0,query0+390,0,0.005794381,0.005564068
(2.5.5.25)-minstrobemers,query0,query0+400,0,0.005794381,0.005638658
(2.5.5.25)-minstrobemers,query0,query0+410,0,0.005794381,0.005503154
(2.5.5.25)-minstrobemers,query0,query0+420,0,0.005794381,0.005633689
(2.5.5.25)-minstrobemers,query0,query0+430,0,0.005794381,0.005557786
(2.5.5.25)-minstrobemers,query0,query0+440,0,0.005794381,0.00551675
(2.5.5.25)-minstrobemers,query0,query0+450,0,0.005794381,0.005526568
(2.5.5.25)-minstrobemers,query0,query0+460,0,0.005794381,0.005413405
(2.5.5.25)-minstrobemers,query0,query0+470,0,0.005794381,0.005479609
(2.5.5.25)-minstrobemers,query0,query0+480,0,0.005794381,0.005323256
(2.5.5.25)-minstrobemers,query0,query0+490,0,0.005794381,0.005348523
